customer_id,customer_name,phone,email,city,signup_platform,app_version,signup_date
400022,Gopal Gour,0181071301,dayita71@example.org,Lucknow,Blinkit,ios,07-May-2024
400023,Ethan Kalita,9756949785,omisharaman@example.net,Jaipur,Blinkit,Android,2026-01-15
400024,Dalbir Anand,7471387915,pagarwal@example.org,Lucknow,Zepto,ios,2026-05-01
400025,Maanav Bhatt,9297001459,jasmitshankar@example.net,Jaipur,Zepto,Android,13-Jan-2024
400026,Tarak Grover,5339100056,hemangini36@example.net,Jaipur,BigBasket,ANDROID,2026-05-01
400027,Samar Sundaram,4690069730,behlzaid@example.net,Bangalore,Zepto,ANDROID,2025-05-10
400028,Yuvraj Das,6829056486,onkarbhasin@example.org,Ahmedabad,Zepto,,2024-07-11
400029,Nakul Ghose,9286485626,anushatoor@example.net,Kochi,Zepto,iOS,2026-03-07
400030,Zaitra Mital,1239912788,,Bengaluru,Swiggy Instamart,ANDROID,09-01-2024
400031,Damyanti Tailor,,krishnakarnik@example.com,Lucknow,BigBasket,Android,2026-06-22
400032,Omkaar Loyal,7562591359,fitanbhasin@example.com,Kochi,BigBasket,iOS,2025-05-23
400033,Xiti Thaman,6070567821,gavin26@example.org,Kolkata,Blinkit,Android,2023-09-20
400034,Eshana Deshpande,0984362770,pranit70@example.org,Hyderabad,Zepto,ANDROID,2023-09-20
400035,Timothy Sethi,8677157595,harinakshi61@example.com,Kochi,BigBasket,iOS,2024-05-09
400036,Siddharth Varty,7853725558,farasbobal@example.com,Jaipur,BigBasket,ios,2026-04-07
400037,Zayyan Barad,7886512567,srinivasfitan@example.com,Kochi,Zepto,ANDROID,2025-05-20
400038,Hiral Roy,8556163703,qasimnarang@example.com,Bengaluru,Blinkit,iOS,2024-01-25
400039,Andrew Buch,4628405326,aandra@example.net,Kolkata,Swiggy Instamart,Android,26-Aug-2023
400040,Naveen Ratta,4668673902,vnair@example.org,Lucknow,Swiggy Instamart,ios,2026-05-28
400041,Upasna Bhalla,7489841593,yashodakarnik@example.net,Chandigarh,Zepto,iOS,2025-08-18
400042,Naksh Dalal,1289696175,vinaya34@example.net,Ahmedabad,Zepto,ANDROID,2026-07-08
400043,Niharika Grover,9343903942,udant43@example.com,Lucknow,Swiggy Instamart,iOS,14/03/2024
400044,Amol Talwar,3365594211,netraoommen@example.org,Hyderabad,Swiggy Instamart,iOS,2026-02-20
400045,Yochana Prabhu,3997303822,krishagala@example.org,Lucknow,BigBasket,ANDROID,2026-03-11
400046,Advaith Nair,,chopracharvi@example.net,bengaluru,Zepto,ios,2024-08-17
400047,Bina Jain,4623212004,isaacmenon@example.com,Bengaluru,Swiggy Instamart,ios,09-25-2024
400048,Aarav Narayan,4270202607,plal@example.com,Mumbai,BigBasket,Android,04-Mar-2024
400049,Hemani Nayak,0520593329,amrutaviswanathan@example.org,Kolkata,Zepto,iOS,2024-08-27
400050,Daksh Wason,8312583051,nathan20@example.org,Jaipur,Blinkit,ANDROID,2024-12-11
400051,Warjas Cheema,9581791857,sodhiwarinder@example.com,Bengaluru,Blinkit,Android,2023-11-07
400052,Qabil Mohan,2387118826,hritik02@example.org,Chennai,BigBasket,,2024-08-04
400053,Mugdha Dugar,2759602877,urvi04@example.net,Bengaluru,BigBasket,Android,2026-01-29
400054,Bhanumati Borah,9243632055,agastyacherian@example.com,Hyderabad,Swiggy Instamart,ANDROID,2024-12-04
400055,Charvi Ray,7350992746,mohammed81@example.net,Bengaluru,BigBasket,iOS,2025-05-26
400056,Advaith Dutta,3636963799,wagleoni@example.com,Lucknow,BigBasket,Android,2025-11-30
400057,Tanmayi Parekh,6997462101,onveer76@example.com,Mumbai,Swiggy Instamart,iOS,2025-04-25
400058,Banjeet Singhal,1627993726,ishaanmall@example.org,Kolkata,BigBasket,ANDROID,09-18-2025
400059,Triveni Vaidya,2733556907,,Lucknow,Zepto,Android,2024-11-28
400060,Adya Buch,8595928254,,Kochi,BigBasket,,2026-01-29
400061,Hemang Vala,0118116493,janyavarkey@example.com,Delhi,Zepto,ANDROID,2023-11-13
400062,Turvi Pal,0707495608,bahlsathvik@example.org,Pune,Blinkit,ANDROID,12/01/2026
400063,Oeshi Bhatnagar,7083582778,neel52@example.net,Lucknow,BigBasket,iOS,2026-07-26
400064,Pranav Dugar,4697538865,,NCR,Zepto,,2024-01-24
400065,Amara Khurana,7501019881,contractornakul@example.com,Mumbai,Zepto,iOS,24/09/2025
400066,Darsh Yogi,3308495132,graval@example.net,Chandigarh,BigBasket,Android,2025-04-15
400067,Chandresh Behl,5697745917,swamyadya@example.com,Jaipur,Zepto,Android,11/12/2025
400068,Mitali Samra,9817452051,saanvi89@example.com,Chandigarh,BigBasket,ANDROID,2023-12-06
400069,Ayaan Venkatesh,6752970427,qushidixit@example.com,Mumbai,Blinkit,Android,2024-04-16
400070,Urmi Pau,8486427530,bajwaaarna@example.net,Pune,Zepto,,2026-06-22
400071,Diya Dey,6082932155,onveerkurian@example.com,Lucknow,Swiggy Instamart,ios,2023-11-02
400072,Omisha Khanna,1616085858,,Kolkata,Blinkit,ios,2024-11-05
400073,Radha Manda,0468609057,kuruvillaethan@example.com,Delhi,Zepto,ios,2026-05-03
400074,Timothy Kamdar,6296587103,saanvibhardwaj@example.net,Pune,Blinkit,Android,2024-01-10
400075,Varsha Maharaj,0264183151,,Ahmedabad,Zepto,ios,2024-07-25
400076,Kritika Murthy,1707706457,mseth@example.org,Bengaluru,BigBasket,Android,2024-08-19
400077,Triveni Tella,2017633003,xpillai@example.org,Chandigarh,Blinkit,,2025-08-15
400078,Teerth Grover,0472347295,urmisidhu@example.net,Kolkata,Zepto,ANDROID,12-05-2023
400079,Ojasvi Shankar,7387899397,masteraryan@example.org,Chennai,BigBasket,ios,2025-03-19
400080,Ati Apte,3772764221,bawasneha@example.net,Bengaluru,Blinkit,ANDROID,2025-07-27
400081,Falak Anand,4068184790,,Bengaluru,BigBasket,,2024-08-06
400082,Oni Chana,6700456962,lchand@example.net,Chandigarh,BigBasket,ios,11/10/2023
400083,Warhi Jani,6483215479,qpalla@example.net,Jaipur,BigBasket,ANDROID,02-20-2026
400084,Aarav Sen,8542888660,madhavpathak@example.com,Ahmedabad,Zepto,iOS,2025-02-11
400085,Nirja Agrawal,7559909041,gaurav86@example.org,Chandigarh,Blinkit,ios,2024-09-10
400086,Gopal Dubey,3731870399,lpai@example.org,Kochi,Swiggy Instamart,iOS,2026-04-15
400087,Amaira Mistry,4277440654,,Hyderabad,Blinkit,,2025-06-16
400088,Ekantika Baral,1051096326,wwarrior@example.org,Hyderabad,Zepto,ANDROID,2024-05-22
400089,Nihal Swamy,2182800950,ubikakaul@example.org,Hyderabad,Swiggy Instamart,Android,2025-11-01
400090,Zehaan Magar,6760043372,parekhubika@example.net,Kochi,Zepto,ANDROID,2026-06-03
400091,Azaan Panchal,7502759752,xsur@example.org,Chennai,BigBasket,,2023-09-09
400092,Maanav Sha,4719419198,nbalasubramanian@example.com,Kolkata,Blinkit,ANDROID,2026-01-11
400093,Dalaja Comar,6946957786,pallgautam@example.net,Kochi,Blinkit,ios,2025-12-22
400094,Isaiah Varma,3552735454,aryanvenkatesh@example.net,Bengaluru,Swiggy Instamart,Android,2024-07-22
400095,Advay Palla,4921413551,qdalal@example.com,Ahmedabad,Swiggy Instamart,Android,20-Oct-2025
400096,Jackson Mangat,9934054306,seshadrisimon@example.com,Lucknow,BigBasket,ANDROID,06-07-2025
400097,Theodore Minhas,0965020381,ibrahmbhatt@example.net,Mumbai,Swiggy Instamart,iOS,2026-06-05
400098,Bahadurjit Kota,4589254726,zinalbrar@example.org,Hyderabad,Zepto,iOS,2024-01-24
400099,Arjun Pall,,nayarudant@example.com,Hyderabad,Zepto,ios,2023-12-17
400100,Vrishti Sarkar,4919835195,,Mumbai,Swiggy Instamart,ios,2023-09-23
400101,Unnati Bakshi,2861426977,yash01@example.org,Jaipur,BigBasket,Android,2023-12-11
400102,Jacob Ratta,3908401831,ladlibala@example.org,Ahmedabad,BigBasket,iOS,28/06/2025
400103,Jatin Behl,2394915353,aloke@example.com,Kochi,Blinkit,Android,2023-11-05
400104,Darpan Nagarajan,8000901270,yutikakapadia@example.com,Chandigarh,Swiggy Instamart,ios,2024-07-23
400105,Tarak Varughese,4583809920,binanath@example.net,Kochi,Zepto,iOS,2025-03-16
400106,Isha Sachdev,2318822249,xrout@example.com,Bengaluru,BigBasket,ANDROID,2024-08-26
400107,Chatura Sarma,2822410983,,Ahmedabad,BigBasket,ios,2024-12-19
400108,Ryan Chana,4923000499,yauvani62@example.net,Bengaluru,Blinkit,ANDROID,2026-07-07
400109,Warinder Sachdev,,saikala@example.net,Chandigarh,Zepto,ANDROID,2024-08-12
400110,Wridesh Hayre,1450829309,adya16@example.com,Bengaluru,Zepto,ANDROID,2025-06-12
400111,Lila Pal,8696236123,,Ahmedabad,Blinkit,Android,2025-11-07
400112,Dipta Patla,7610105773,tarak99@example.com,Jaipur,Zepto,Android,2024-10-05
400113,Vedhika Wable,5084657443,balvanmitra@example.net,Lucknow,Swiggy Instamart,ios,15-Jun-2024
400114,Upkaar Ahluwalia,,wadhwachameli@example.net,Pune,BigBasket,ios,2024-05-17
400115,Jasmit Goda,2357233984,zbhagat@example.org,Jaipur,Swiggy Instamart,ANDROID,2026-01-13
400116,Vinaya Kibe,2871550265,bhatiainaya@example.com,Bangalore,Zepto,ios,2026-06-20
400117,Jyoti Sagar,3959954176,azaan18@example.net,Kochi,Blinkit,Android,2023-12-11
400118,Owen Choudhry,5754257332,,Kolkata,Swiggy Instamart,Android,2026-05-09
400119,Harrison Lalla,0769259504,pallayatin@example.com,Hyderabad,Blinkit,ios,2025-05-17
400120,Andrew Vora,0929603121,solankigauri@example.org,Jaipur,Swiggy Instamart,Android,2025-08-08
400121,Warhi Uppal,3680502096,hsem@example.net,Lucknow,Zepto,ios,2024-04-19
400122,Bimala Dugal,3235863253,fbava@example.org,Pune,Zepto,Android,2025-08-25
400123,Yashica Arya,9392787277,shankergaurangi@example.net,Jaipur,Swiggy Instamart,Android,2023-12-19
400124,Triveni Brahmbhatt,6214443872,fsheth@example.org,Kochi,Zepto,Android,07/02/2025
400125,Vasatika Borah,4306480701,gapte@example.org,Jaipur,Swiggy Instamart,ios,2023-12-29
400126,Devika Nagy,0864937482,isaac92@example.net,Kochi,Swiggy Instamart,iOS,2024-11-07
400127,Liam Comar,5653432901,,Ahmedabad,Blinkit,ANDROID,2023-11-01
400128,Jeet Aurora,9054991472,baliyashodhara@example.org,Bengaluru,Blinkit,iOS,2026-04-11
400129,Jasmit Din,5752749639,aarnavsengupta@example.com,Kolkata,Blinkit,Android,2025-08-06
400130,Oliver Chandra,0362974397,pgaba@example.com,Ahmedabad,BigBasket,ANDROID,2024-10-19
400131,Fariq Das,9506968927,kpathak@example.com,Ahmedabad,Zepto,ANDROID,17/04/2024
400132,Anvi Ganesh,3133812365,udyatikala@example.org,Chandigarh,Zepto,Android,2025-04-01
400133,Samuel Edwin,1411434695,ekta15@example.com,Kolkata,BigBasket,iOS,2023-09-29
400134,Ekaja Sethi,7993802279,keya12@example.com,bengaluru,Blinkit,ios,2025-09-09
400135,Bina Pillay,2562251887,vvyas@example.org,Hyderabad,Swiggy Instamart,ios,2025-12-18
400136,Xiti Prabhu,,krish80@example.net,Ahmedabad,Zepto,ANDROID,2026-05-13
400137,Ishita Saha,0131985959,chatterjeematthew@example.org,Chandigarh,Blinkit,Android,19-Jun-2024
400138,Amol Bala,3971243614,lila81@example.org,Kochi,Zepto,Android,2025-05-23
400139,Raksha Halder,5911474545,,mumbai,Swiggy Instamart,ios,2023-10-19
400140,Gavin Bhalla,,palanabhimanyu@example.net,Mumbai,Zepto,ios,2023-12-01
400141,Vidhi Vasa,2368305381,ikbal48@example.net,Kochi,Zepto,ios,07-04-2026
400142,Ikbal Batta,7729111154,jalsaahluwalia@example.com,Delhi,Swiggy Instamart,ios,2023-08-20
400143,Nandini Goel,3839591926,tamannabaria@example.com,Pune,Zepto,ios,2026-07-14
400144,Ekbal Bhakta,,badamichanchal@example.org,Ahmedabad,Swiggy Instamart,ANDROID,2023-10-27
400145,Jai Jayaraman,5447075721,hminhas@example.com,Pune,Swiggy Instamart,ANDROID,2024-09-21
400146,Falan Aggarwal,5502796944,yatin96@example.net,Chennai,Swiggy Instamart,ios,2026-08-12
400147,Falak Patla,4696392719,osachar@example.com,bengaluru,Blinkit,ios,2025-07-29
400148,Vasana Kapadia,2904629281,hkulkarni@example.net,Jaipur,BigBasket,iOS,2025-03-25
400149,Benjamin Bhardwaj,6607774649,chartripti@example.com,Jaipur,Blinkit,Android,2024-11-02
400150,Vedant Nori,4487056943,qadim07@example.net,Pune,BigBasket,Android,2025-04-01
400151,Hredhaan Khosla,7270147154,ishakar@example.org,Chennai,Swiggy Instamart,iOS,2024-08-21
400152,Yashawini Wagle,9758713701,vnagar@example.net,Mumbai,Blinkit,ANDROID,2024-10-26
400153,Harsh Purohit,3478693266,qabil21@example.com,Lucknow,Blinkit,ios,2024-05-27
400154,Naveen Dugar,4481867341,iwali@example.org,Kolkata,Zepto,,2025-10-02
400155,Saksham Goel,1189612881,palanteerth@example.com,Mumbai,Swiggy Instamart,iOS,2024-10-20
400156,Vrinda Bhavsar,7966142698,wishidayal@example.org,Hyderabad,Swiggy Instamart,ios,01-29-2024
400157,Orinder Nanda,1674271733,uramanathan@example.org,Lucknow,Blinkit,Android,2025-04-29
400158,Vansha Bali,3288166743,balvan67@example.org,Lucknow,Zepto,ANDROID,2024-06-06
400159,Nitara Murty,2451260230,karantanveer@example.org,Chennai,BigBasket,ios,2026-04-13
400160,Nidhi Koshy,,oswamy@example.org,Kochi,Blinkit,ANDROID,2026-04-15
400161,Upkaar Dash,3573030339,etalad@example.net,Kochi,Swiggy Instamart,ANDROID,2023-11-09
400162,Tanveer Bala,9360525757,kaulleela@example.org,Bengaluru,Zepto,ANDROID,2023-11-03
400163,Jyoti Kohli,6949222806,kchad@example.org,Hyderabad,Zepto,iOS,2023-09-18
400164,Zaid Mohanty,9591180801,radha04@example.net,Pune,Blinkit,Android,2024-09-06
400165,Samarth Rana,5609917688,zdhawan@example.org,Chandigarh,Swiggy Instamart,ANDROID,2025-10-09
400166,Lakshit Chaudry,7207517381,swamyalka@example.com,Kolkata,Blinkit,iOS,2025-06-17
400167,Zinal Korpal,8075301077,fgole@example.com,Chennai,Swiggy Instamart,ANDROID,2025-01-27
400168,Saanvi Kapur,0461212175,ibora@example.com,Mumbai,Zepto,iOS,17-Mar-2025
400169,Urvi Bhatti,2719663858,,Lucknow,Swiggy Instamart,ios,2024-01-15
400170,Advik Doshi,0494043407,narainprisha@example.com,Mumbai,Swiggy Instamart,ANDROID,2023-10-14
400171,Qarin Saini,9688259211,kchhabra@example.net,Jaipur,BigBasket,ANDROID,2025-03-27
400172,Janya Grewal,5194864521,obajaj@example.org,Chandigarh,Blinkit,Android,2026-02-04
400173,Rachit Toor,0021704248,lbir@example.org,Chennai,Swiggy Instamart,ANDROID,2024-04-04
400174,Ranbir Viswanathan,0822231569,ekta48@example.net,Chandigarh,BigBasket,ANDROID,2025-04-30
400175,Darika Roy,,sachi64@example.org,Lucknow,BigBasket,iOS,2023-10-12
400176,Yauvani Sahota,7649425834,vraju@example.org,Ahmedabad,Zepto,ANDROID,2023-09-04
400177,Logan Muni,1675985253,vyanjana62@example.org,Mumbai,Zepto,Android,2025-12-05
400178,Chatresh Ghosh,7322294088,teerth26@example.com,Pune,Swiggy Instamart,iOS,2024-10-04
400179,Kevin Thaker,1113118084,vidhipradhan@example.org,Lucknow,BigBasket,ios,2025-01-18
400180,Wazir Dasgupta,3865283023,fbalay@example.net,Ahmedabad,Zepto,iOS,2025-03-03
400181,Balvan Salvi,,,Kochi,Blinkit,ANDROID,2024-07-14
400182,Dhruv Ramaswamy,4548371062,yshan@example.com,Bangalore,Zepto,iOS,2025-04-27
400183,Rushil Sastry,4733721028,,NCR,Zepto,iOS,2026-02-15
400184,Banjeet Bhakta,,aarushsarma@example.com,Delhi,Zepto,,2024-01-17
400185,Anjali Sanghvi,0611653686,yatinbose@example.net,Mumbai,Blinkit,iOS,2026-03-13
400186,Adweta Upadhyay,5731657753,,Pune,Blinkit,Android,2025-08-25
400187,Umang Vasa,4260118516,,Lucknow,Zepto,Android,2024-01-19
400188,Banjeet Kurian,6374595511,,Ahmedabad,Blinkit,Android,2024-03-04
400189,Warinder Sahni,6546884938,amairakhurana@example.org,Jaipur,Zepto,iOS,2024-01-27
400190,Panini Dua,1514884453,daramegha@example.org,Mumbai,BigBasket,Android,2026-05-26
400191,Balveer Munshi,9231438587,tailorupasna@example.org,Ahmedabad,Swiggy Instamart,iOS,2025-03-12
400192,Harinakshi Rama,5373581887,ranbir75@example.org,Lucknow,Zepto,Android,2023-11-30
400193,Wriddhish Ganesh,,,New Delhi,Swiggy Instamart,iOS,2024-03-05
400194,Ishaan Balan,,krishdaksh@example.net,Chandigarh,Swiggy Instamart,iOS,2025-09-20
400195,Hemal Wason,8253319924,,Jaipur,Zepto,iOS,03-27-2025
400196,Urmi Singh,1247841799,hkapur@example.net,Kochi,BigBasket,ANDROID,2024-03-27
400197,Udant Mani,2061412238,,Delhi,BigBasket,Android,2025-04-16
400198,Manya Singhal,4337187347,,Pune,Swiggy Instamart,ios,2024-10-25
400199,Idika Vohra,5540644740,kadakiaekaraj@example.com,Mumbai,Swiggy Instamart,ANDROID,2023-09-13
400200,Ubika Prasad,3727903168,subramaniamalka@example.com,Chennai,Zepto,iOS,2023-12-30
400201,Hema Toor,4927729985,kabir92@example.com,Mumbai,Swiggy Instamart,iOS,14-Sep-2023
400202,Aarav Halder,7617311109,yashoda12@example.com,BLR,Blinkit,,2024-11-01
400203,Frado Dass,2109441598,khatriadya@example.org,Hyderabad,BigBasket,iOS,2025-09-27
400204,Anirudh Agrawal,0206758682,ethan64@example.net,Kochi,BigBasket,iOS,2024-06-26
400205,Zayyan Edwin,8685108658,suhani89@example.com,Delhi,BigBasket,iOS,17-Nov-2023
400206,Indira Iyengar,7526834132,riyacontractor@example.com,Pune,Swiggy Instamart,iOS,2024-10-05
400207,Charles Khosla,5032312457,yauvanicomar@example.org,bengaluru,BigBasket,ios,18/02/2024
400208,Vansha Date,4824808542,battaanmol@example.org,Lucknow,Zepto,ANDROID,2024-08-25
400209,Charita Chawla,7881935169,kdeo@example.net,Hyderabad,Swiggy Instamart,ios,2024-05-08
400210,Yasti Thaker,3450618200,pooja62@example.com,Chennai,Zepto,Android,2024-07-27
400211,Oscar Bobal,8404248026,bhagatdalaja@example.com,Lucknow,BigBasket,ios,2025-06-18
400212,Mahika Baria,7369909024,raghav31@example.org,Lucknow,BigBasket,Android,2025-01-16
400213,Baljiwan Dua,2668334467,dugarrachit@example.net,Bengaluru,Swiggy Instamart,Android,2026-01-18
400214,Odika Jha,4659342857,baralteerth@example.org,Chennai,Swiggy Instamart,iOS,2024-03-03
400215,Luke Upadhyay,4676460783,vasaishanvi@example.org,Lucknow,BigBasket,iOS,2024-05-30
400216,Chatresh Mutti,6347520088,qsachdeva@example.com,Delhi,Swiggy Instamart,Android,2025-03-02
400217,Jason Kar,0555916949,majumdarjackson@example.net,Bengaluru,BigBasket,Android,2024-01-12
400218,Rudra Yohannan,,megha06@example.org,Chennai,BigBasket,ios,2024-04-08
400219,Siddharth Buch,5124473685,,Lucknow,Zepto,ANDROID,2023-10-31
400220,Wahab Sibal,4836443558,bhasinmason@example.net,Delhi,Zepto,ios,2026-01-06
400221,Upasna Rama,8022092577,,Pune,Blinkit,ios,2024-04-04
400222,Ishani Basu,9153193155,manansaraf@example.org,Chandigarh,Zepto,ANDROID,2023-11-22
400223,Viraj Choudhury,8089075347,,Chandigarh,BigBasket,ANDROID,2025-09-13
400224,Libni Tak,5652746209,,Jaipur,Zepto,,2026-07-08
400225,Watika Tiwari,3797730403,esunder@example.net,Jaipur,Blinkit,ANDROID,01-26-2025
400226,Brinda Bhargava,3873757157,,Delhi,BigBasket,iOS,02-Aug-2025
400227,Edhitha Bhatti,2064258806,gangamurthy@example.org,Mumbai,Blinkit,Android,2024-02-15
400228,Christopher Gour,9072254409,naiduisaac@example.net,Chandigarh,Zepto,iOS,2023-09-02
400229,Ojas Varughese,9392486752,indali40@example.com,Hyderabad,Swiggy Instamart,ANDROID,12-29-2024
400230,Frado Parmer,3043475641,skibe@example.com,Lucknow,Swiggy Instamart,Android,2023-09-14
400231,Yutika Divan,4076640302,panditshravya@example.org,Chandigarh,BigBasket,ANDROID,2026-04-28
400232,Jeevika Bhat,7287240921,vedhika65@example.com,Kochi,Zepto,ios,2023-09-28
400233,Chandran Borah,3883189264,gaurikagoda@example.com,Chennai,Zepto,iOS,23/06/2026
400234,Warda Bhat,0680531807,saumyachaudry@example.com,Chandigarh,Zepto,,2025-11-06
400235,Naksh Loke,7430452486,lakshitchakrabarti@example.org,Mumbai,Swiggy Instamart,ANDROID,09-25-2023
400236,Lohit Mann,3232582761,,Ahmedabad,BigBasket,ios,2025-08-07
400237,Jacob Lal,2858284137,zkibe@example.net,Jaipur,BigBasket,ios,2024-09-02
400238,Laban Madan,0070056813,com@example.com,Ahmedabad,Swiggy Instamart,iOS,2026-01-18
400239,Rajata Korpal,1121973956,xiti80@example.net,Chennai,Blinkit,ios,2024-02-29
400240,Hredhaan Jaggi,1323579691,ndoshi@example.org,Hyderabad,BigBasket,ios,2024-10-20
400241,Vasana Brar,0372525456,divyashanker@example.org,Delhi,Swiggy Instamart,iOS,14/10/2024
400242,Joshua Sachdev,5193359935,georgemangal@example.com,Hyderabad,Swiggy Instamart,,2024-12-04
400243,Orinder Sarna,3847887075,edhithabhakta@example.net,Delhi,Blinkit,ios,2026-05-20
400244,Isaac Varma,2646081649,ikshita97@example.org,Delhi,Zepto,ios,2024-09-03
400245,Kamala Chokshi,4057983401,nkalla@example.com,Chandigarh,Zepto,iOS,2023-10-27
400246,Faqid Krishnamurthy,5265698865,sarnaucchal@example.com,Kochi,Blinkit,ANDROID,2025-10-10
400247,Upkaar Rajagopalan,2459198091,sharafnetra@example.com,Chandigarh,Zepto,ios,2025-04-07
400248,Krishna Keer,9935427494,xjani@example.com,Pune,Zepto,,05/04/2026
400249,Chatura Karpe,1792980974,omkaarmalhotra@example.org,Chandigarh,Swiggy Instamart,,2023-10-05
400250,Orinder Goda,5976663096,nandinirana@example.com,Chennai,Blinkit,ios,2024-08-06
400251,Fiyaz Hegde,9628287324,vaishnaviacharya@example.net,Delhi,Zepto,ios,27-Jan-2025
400252,Jai Oak,4807276304,saibhatti@example.org,Jaipur,BigBasket,ANDROID,2024-08-29
400253,Aradhana Kalita,3100235128,max73@example.org,Hyderabad,Blinkit,Android,2026-04-12
400254,Ekani Tailor,9994453715,vedant18@example.org,Kolkata,Swiggy Instamart,Android,2025-06-20
400255,Alexander Tella,8524206943,npant@example.com,Jaipur,Blinkit,ANDROID,2025-08-19
400256,Mohammed Raj,6364799831,thakurnaveen@example.com,Chennai,Zepto,Android,2023-11-23
400257,Samuel Sheth,2502188405,gavin84@example.org,Ahmedabad,Blinkit,ANDROID,2025-04-10
400258,Siya Loke,9743824067,upadhriti91@example.org,Mumbai,Zepto,Android,2026-04-17
400259,Quincy Kata,7553854602,oakaarini@example.net,Bengaluru,Zepto,ANDROID,2024-11-29
400260,Tanmayi Ravi,5584623284,ladnikita@example.org,Ahmedabad,BigBasket,ANDROID,2025-01-30
400261,Indira Bassi,0168992682,mprabhakar@example.net,Bengaluru,Blinkit,ANDROID,2024-03-11
400262,Warda Prasad,3805886585,omanne@example.com,Lucknow,BigBasket,iOS,2024-03-09
400263,Avni Singhal,7527457305,harinakshi83@example.org,Ahmedabad,Blinkit,Android,2025-05-17
400264,Gabriel Gill,7138313122,nthakur@example.org,Lucknow,Swiggy Instamart,ANDROID,2026-07-30
400265,Vyanjana Grewal,,mishrachandresh@example.org,Jaipur,Swiggy Instamart,Android,2025-07-23
400266,Charvi Mander,4709275944,bhattacharyyapranit@example.org,Pune,Swiggy Instamart,ios,2024-10-19
400267,Ishanvi Patla,5545017605,aarav01@example.net,Bengaluru,Blinkit,ios,2025-03-09
400268,Praneel Seshadri,6542229196,iapte@example.com,Chandigarh,Zepto,iOS,03-Mar-2025
400269,Frado Dalal,6786375695,badaljackson@example.com,Ahmedabad,Zepto,iOS,2024-01-05
400270,Utkarsh Karnik,8239829478,enori@example.com,Lucknow,Swiggy Instamart,ANDROID,2025-09-20
400271,Vasatika Dara,7879835486,siya27@example.org,Chandigarh,Zepto,,2025-03-01
400272,Oscar Korpal,1992213864,christopher29@example.com,Bengaluru,BigBasket,ios,29/09/2024
400273,Hitesh Datta,3720029350,ayush20@example.net,Jaipur,Swiggy Instamart,Android,2026-06-29
400274,Charles Andra,2672094911,dyadav@example.org,Kochi,Blinkit,ios,2025-11-10
400275,Liam Agrawal,9676960603,,Hyderabad,Blinkit,Android,2023-10-01
400276,Darpan Kurian,6068099981,jasonchaudry@example.com,Ahmedabad,Zepto,Android,08-30-2024
400277,Dev Sawhney,9610152774,mkhanna@example.net,Chandigarh,BigBasket,ios,2025-10-16
400278,Yug Walla,0174396109,vihaansolanki@example.org,Kolkata,Blinkit,ios,25-May-2024
400279,Xavier Kala,8225681226,,Hyderabad,BigBasket,ios,2025-04-27
400280,Rachit Nori,4726883222,xbabu@example.org,Kochi,Zepto,Android,2025-11-20
400281,Nidhi Chandra,6416106730,jbhandari@example.com,Ahmedabad,Swiggy Instamart,Android,2024-10-25
400282,Jacob Nadkarni,3618954352,chanddev@example.net,Chennai,Swiggy Instamart,ANDROID,2024-03-19
