customer_id,customer_name,city,signup_platform,app_version,signup_date
400041,Upasna Bhalla,Chandigarh,Zepto,IOS,18-08-2025
400042,Naksh Dalal,Ahmedabad,Zepto,Android,08-07-2026
400043,Niharika Grover,Lucknow,Swiggy Instamart,IOS,14-03-2024
400044,Amol Talwar,Hyderabad,Swiggy Instamart,IOS,20-02-2026
400045,Yochana Prabhu,Lucknow,Big Basket,Android,11-03-2026
400046,Advaith Nair,Bengaluru,Zepto,IOS,17-08-2024
400047,Bina Jain,Bengaluru,Swiggy Instamart,IOS,25-09-2024
400048,Aarav Narayan,Mumbai,Big Basket,Android,04-03-2024
400049,Hemani Nayak,Kolkata,Zepto,IOS,27-08-2024
400050,Daksh Wason,Jaipur,Blinkit,Android,11-12-2024
400051,Warjas Cheema,Bengaluru,Blinkit,Android,07-11-2023
400052,Qabil Mohan,Chennai,Big Basket,Others,04-08-2024
400053,Mugdha Dugar,Bengaluru,Big Basket,Android,29-01-2026
400054,Bhanumati Borah,Hyderabad,Swiggy Instamart,Android,04-12-2024
400055,Charvi Ray,Bengaluru,Big Basket,IOS,26-05-2025
400056,Advaith Dutta,Lucknow,Big Basket,Android,30-11-2025
400057,Tanmayi Parekh,Mumbai,Swiggy Instamart,IOS,25-04-2025
400058,Banjeet Singhal,Kolkata,Big Basket,Android,18-09-2025
400059,Triveni Vaidya,Lucknow,Zepto,Android,28-11-2024
400060,Adya Buch,Kochi,Big Basket,Others,29-01-2026
400061,Hemang Vala,Delhi,Zepto,Android,13-11-2023
400062,Turvi Pal,Pune,Blinkit,Android,01-12-2026
400063,Oeshi Bhatnagar,Lucknow,Big Basket,IOS,26-07-2026
400064,Pranav Dugar,Ncr,Zepto,Others,24-01-2024
400065,Amara Khurana,Mumbai,Zepto,IOS,24-09-2025
400066,Darsh Yogi,Chandigarh,Big Basket,Android,15-04-2025
400067,Chandresh Behl,Jaipur,Zepto,Android,12-11-2025
400068,Mitali Samra,Chandigarh,Big Basket,Android,06-12-2023
400069,Ayaan Venkatesh,Mumbai,Blinkit,Android,16-04-2024
400070,Urmi Pau,Pune,Zepto,Others,22-06-2026
400071,Diya Dey,Lucknow,Swiggy Instamart,IOS,02-11-2023
400072,Omisha Khanna,Kolkata,Blinkit,IOS,05-11-2024
400073,Radha Manda,Delhi,Zepto,IOS,03-05-2026
400074,Timothy Kamdar,Pune,Blinkit,Android,10-01-2024
400075,Varsha Maharaj,Ahmedabad,Zepto,IOS,25-07-2024
400076,Kritika Murthy,Bengaluru,Big Basket,Android,19-08-2024
400077,Triveni Tella,Chandigarh,Blinkit,Others,15-08-2025
400078,Teerth Grover,Kolkata,Zepto,Android,05-12-2023
400079,Ojasvi Shankar,Chennai,Big Basket,IOS,19-03-2025
400080,Ati Apte,Bengaluru,Blinkit,Android,27-07-2025
400081,Falak Anand,Bengaluru,Big Basket,Others,06-08-2024
400082,Oni Chana,Chandigarh,Big Basket,IOS,10-11-2023
400083,Warhi Jani,Jaipur,Big Basket,Android,20-02-2026
400084,Aarav Sen,Ahmedabad,Zepto,IOS,11-02-2025
400085,Nirja Agrawal,Chandigarh,Blinkit,IOS,10-09-2024
400086,Gopal Dubey,Kochi,Swiggy Instamart,IOS,15-04-2026
400087,Amaira Mistry,Hyderabad,Blinkit,Others,16-06-2025
400088,Ekantika Baral,Hyderabad,Zepto,Android,22-05-2024
400089,Nihal Swamy,Hyderabad,Swiggy Instamart,Android,01-11-2025
400090,Zehaan Magar,Kochi,Zepto,Android,03-06-2026
400091,Azaan Panchal,Chennai,Big Basket,Others,09-09-2023
400092,Maanav Sha,Kolkata,Blinkit,Android,11-01-2026
400093,Dalaja Comar,Kochi,Blinkit,IOS,22-12-2025
400094,Isaiah Varma,Bengaluru,Swiggy Instamart,Android,22-07-2024
400095,Advay Palla,Ahmedabad,Swiggy Instamart,Android,20-10-2025
400096,Jackson Mangat,Lucknow,Big Basket,Android,07-06-2025
400097,Theodore Minhas,Mumbai,Swiggy Instamart,IOS,05-06-2026
400098,Bahadurjit Kota,Hyderabad,Zepto,IOS,24-01-2024
400099,Arjun Pall,Hyderabad,Zepto,IOS,17-12-2023
400100,Vrishti Sarkar,Mumbai,Swiggy Instamart,IOS,23-09-2023
400101,Unnati Bakshi,Jaipur,Big Basket,Android,11-12-2023
400102,Jacob Ratta,Ahmedabad,Big Basket,IOS,28-06-2025
400103,Jatin Behl,Kochi,Blinkit,Android,05-11-2023
400104,Darpan Nagarajan,Chandigarh,Swiggy Instamart,IOS,23-07-2024
400105,Tarak Varughese,Kochi,Zepto,IOS,16-03-2025
400106,Isha Sachdev,Bengaluru,Big Basket,Android,26-08-2024
400107,Chatura Sarma,Ahmedabad,Big Basket,IOS,19-12-2024
400108,Ryan Chana,Bengaluru,Blinkit,Android,07-07-2026
400109,Warinder Sachdev,Chandigarh,Zepto,Android,12-08-2024
400110,Wridesh Hayre,Bengaluru,Zepto,Android,12-06-2025
400111,Lila Pal,Ahmedabad,Blinkit,Android,07-11-2025
400112,Dipta Patla,Jaipur,Zepto,Android,05-10-2024
400113,Vedhika Wable,Lucknow,Swiggy Instamart,IOS,15-06-2024
400114,Upkaar Ahluwalia,Pune,Big Basket,IOS,17-05-2024
400115,Jasmit Goda,Jaipur,Swiggy Instamart,Android,13-01-2026
400116,Vinaya Kibe,Bengaluru,Zepto,IOS,20-06-2026
400117,Jyoti Sagar,Kochi,Blinkit,Android,11-12-2023
400118,Owen Choudhry,Kolkata,Swiggy Instamart,Android,09-05-2026
400119,Harrison Lalla,Hyderabad,Blinkit,IOS,17-05-2025
400120,Andrew Vora,Jaipur,Swiggy Instamart,Android,08-08-2025
400121,Warhi Uppal,Lucknow,Zepto,IOS,19-04-2024
400122,Bimala Dugal,Pune,Zepto,Android,25-08-2025
400123,Yashica Arya,Jaipur,Swiggy Instamart,Android,19-12-2023
400124,Triveni Brahmbhatt,Kochi,Zepto,Android,02-07-2025
400125,Vasatika Borah,Jaipur,Swiggy Instamart,IOS,29-12-2023
400126,Devika Nagy,Kochi,Swiggy Instamart,IOS,07-11-2024
400127,Liam Comar,Ahmedabad,Blinkit,Android,01-11-2023
400128,Jeet Aurora,Bengaluru,Blinkit,IOS,11-04-2026
400129,Jasmit Din,Kolkata,Blinkit,Android,06-08-2025
400130,Oliver Chandra,Ahmedabad,Big Basket,Android,19-10-2024
400131,Fariq Das,Ahmedabad,Zepto,Android,17-04-2024
400132,Anvi Ganesh,Chandigarh,Zepto,Android,01-04-2025
400133,Samuel Edwin,Kolkata,Big Basket,IOS,29-09-2023
400134,Ekaja Sethi,Bengaluru,Blinkit,IOS,09-09-2025
400135,Bina Pillay,Hyderabad,Swiggy Instamart,IOS,18-12-2025
400136,Xiti Prabhu,Ahmedabad,Zepto,Android,13-05-2026
400137,Ishita Saha,Chandigarh,Blinkit,Android,19-06-2024
400138,Amol Bala,Kochi,Zepto,Android,23-05-2025
400139,Raksha Halder,Mumbai,Swiggy Instamart,IOS,19-10-2023
400140,Gavin Bhalla,Mumbai,Zepto,IOS,01-12-2023
400141,Vidhi Vasa,Kochi,Zepto,IOS,04-07-2026
400142,Ikbal Batta,Delhi,Swiggy Instamart,IOS,20-08-2023
400143,Nandini Goel,Pune,Zepto,IOS,14-07-2026
400144,Ekbal Bhakta,Ahmedabad,Swiggy Instamart,Android,27-10-2023
400145,Jai Jayaraman,Pune,Swiggy Instamart,Android,21-09-2024
400146,Falan Aggarwal,Chennai,Swiggy Instamart,IOS,12-08-2026
400147,Falak Patla,Bengaluru,Blinkit,IOS,29-07-2025
400148,Vasana Kapadia,Jaipur,Big Basket,IOS,25-03-2025
400149,Benjamin Bhardwaj,Jaipur,Blinkit,Android,02-11-2024
400150,Vedant Nori,Pune,Big Basket,Android,01-04-2025
400151,Hredhaan Khosla,Chennai,Swiggy Instamart,IOS,21-08-2024
400152,Yashawini Wagle,Mumbai,Blinkit,Android,26-10-2024
400153,Harsh Purohit,Lucknow,Blinkit,IOS,27-05-2024
400154,Naveen Dugar,Kolkata,Zepto,Others,02-10-2025
400155,Saksham Goel,Mumbai,Swiggy Instamart,IOS,20-10-2024
400156,Vrinda Bhavsar,Hyderabad,Swiggy Instamart,IOS,29-01-2024
400157,Orinder Nanda,Lucknow,Blinkit,Android,29-04-2025
400158,Vansha Bali,Lucknow,Zepto,Android,06-06-2024
400159,Nitara Murty,Chennai,Big Basket,IOS,13-04-2026
400160,Nidhi Koshy,Kochi,Blinkit,Android,15-04-2026
400161,Upkaar Dash,Kochi,Swiggy Instamart,Android,09-11-2023
400162,Tanveer Bala,Bengaluru,Zepto,Android,03-11-2023
400163,Jyoti Kohli,Hyderabad,Zepto,IOS,18-09-2023
400164,Zaid Mohanty,Pune,Blinkit,Android,06-09-2024
400165,Samarth Rana,Chandigarh,Swiggy Instamart,Android,09-10-2025
400166,Lakshit Chaudry,Kolkata,Blinkit,IOS,17-06-2025
400167,Zinal Korpal,Chennai,Swiggy Instamart,Android,27-01-2025
400168,Saanvi Kapur,Mumbai,Zepto,IOS,17-03-2025
400169,Urvi Bhatti,Lucknow,Swiggy Instamart,IOS,15-01-2024
400170,Advik Doshi,Mumbai,Swiggy Instamart,Android,14-10-2023
400171,Qarin Saini,Jaipur,Big Basket,Android,27-03-2025
400172,Janya Grewal,Chandigarh,Blinkit,Android,04-02-2026
400173,Rachit Toor,Chennai,Swiggy Instamart,Android,04-04-2024
400174,Ranbir Viswanathan,Chandigarh,Big Basket,Android,30-04-2025
400175,Darika Roy,Lucknow,Big Basket,IOS,12-10-2023
400176,Yauvani Sahota,Ahmedabad,Zepto,Android,04-09-2023
400177,Logan Muni,Mumbai,Zepto,Android,05-12-2025
400178,Chatresh Ghosh,Pune,Swiggy Instamart,IOS,04-10-2024
400179,Kevin Thaker,Lucknow,Big Basket,IOS,18-01-2025
400180,Wazir Dasgupta,Ahmedabad,Zepto,IOS,03-03-2025
400181,Balvan Salvi,Kochi,Blinkit,Android,14-07-2024
400182,Dhruv Ramaswamy,Bengaluru,Zepto,IOS,27-04-2025
400183,Rushil Sastry,Ncr,Zepto,IOS,15-02-2026
400184,Banjeet Bhakta,Delhi,Zepto,Others,17-01-2024
400185,Anjali Sanghvi,Mumbai,Blinkit,IOS,13-03-2026
400186,Adweta Upadhyay,Pune,Blinkit,Android,25-08-2025
400187,Umang Vasa,Lucknow,Zepto,Android,19-01-2024
400188,Banjeet Kurian,Ahmedabad,Blinkit,Android,04-03-2024
400189,Warinder Sahni,Jaipur,Zepto,IOS,27-01-2024
400190,Panini Dua,Mumbai,Big Basket,Android,26-05-2026
400191,Balveer Munshi,Ahmedabad,Swiggy Instamart,IOS,12-03-2025
400192,Harinakshi Rama,Lucknow,Zepto,Android,30-11-2023
400193,Wriddhish Ganesh,New Delhi,Swiggy Instamart,IOS,05-03-2024
400194,Ishaan Balan,Chandigarh,Swiggy Instamart,IOS,20-09-2025
400195,Hemal Wason,Jaipur,Zepto,IOS,27-03-2025
400196,Urmi Singh,Kochi,Big Basket,Android,27-03-2024
400197,Udant Mani,Delhi,Big Basket,Android,16-04-2025
400198,Manya Singhal,Pune,Swiggy Instamart,IOS,25-10-2024
400199,Idika Vohra,Mumbai,Swiggy Instamart,Android,13-09-2023
400200,Ubika Prasad,Chennai,Zepto,IOS,30-12-2023
400201,Hema Toor,Mumbai,Swiggy Instamart,IOS,14-09-2023
400202,Aarav Halder,Bengaluru,Blinkit,Others,01-11-2024
400203,Frado Dass,Hyderabad,Big Basket,IOS,27-09-2025
400204,Anirudh Agrawal,Kochi,Big Basket,IOS,26-06-2024
400205,Zayyan Edwin,Delhi,Big Basket,IOS,17-11-2023
400206,Indira Iyengar,Pune,Swiggy Instamart,IOS,05-10-2024
400207,Charles Khosla,Bengaluru,Big Basket,IOS,18-02-2024
400208,Vansha Date,Lucknow,Zepto,Android,25-08-2024
400209,Charita Chawla,Hyderabad,Swiggy Instamart,IOS,08-05-2024
400210,Yasti Thaker,Chennai,Zepto,Android,27-07-2024
400211,Oscar Bobal,Lucknow,Big Basket,IOS,18-06-2025
400212,Mahika Baria,Lucknow,Big Basket,Android,16-01-2025
400213,Baljiwan Dua,Bengaluru,Swiggy Instamart,Android,18-01-2026
400214,Odika Jha,Chennai,Swiggy Instamart,IOS,03-03-2024
400215,Luke Upadhyay,Lucknow,Big Basket,IOS,30-05-2024
400216,Chatresh Mutti,Delhi,Swiggy Instamart,Android,02-03-2025
400217,Jason Kar,Bengaluru,Big Basket,Android,12-01-2024
400218,Rudra Yohannan,Chennai,Big Basket,IOS,08-04-2024
400219,Siddharth Buch,Lucknow,Zepto,Android,31-10-2023
400220,Wahab Sibal,Delhi,Zepto,IOS,06-01-2026
400221,Upasna Rama,Pune,Blinkit,IOS,04-04-2024
400222,Ishani Basu,Chandigarh,Zepto,Android,22-11-2023
400223,Viraj Choudhury,Chandigarh,Big Basket,Android,13-09-2025
400224,Libni Tak,Jaipur,Zepto,Others,08-07-2026
400225,Watika Tiwari,Jaipur,Blinkit,Android,26-01-2025
400226,Brinda Bhargava,Delhi,Big Basket,IOS,02-08-2025
400227,Edhitha Bhatti,Mumbai,Blinkit,Android,15-02-2024
400228,Christopher Gour,Chandigarh,Zepto,IOS,02-09-2023
400229,Ojas Varughese,Hyderabad,Swiggy Instamart,Android,29-12-2024
400230,Frado Parmer,Lucknow,Swiggy Instamart,Android,14-09-2023
400231,Yutika Divan,Chandigarh,Big Basket,Android,28-04-2026
400232,Jeevika Bhat,Kochi,Zepto,IOS,28-09-2023
400233,Chandran Borah,Chennai,Zepto,IOS,23-06-2026
400234,Warda Bhat,Chandigarh,Zepto,Others,06-11-2025
400235,Naksh Loke,Mumbai,Swiggy Instamart,Android,25-09-2023
400236,Lohit Mann,Ahmedabad,Big Basket,IOS,07-08-2025
400237,Jacob Lal,Jaipur,Big Basket,IOS,02-09-2024
400238,Laban Madan,Ahmedabad,Swiggy Instamart,IOS,18-01-2026
400239,Rajata Korpal,Chennai,Blinkit,IOS,29-02-2024
400240,Hredhaan Jaggi,Hyderabad,Big Basket,IOS,20-10-2024
400241,Vasana Brar,Delhi,Swiggy Instamart,IOS,14-10-2024
400242,Joshua Sachdev,Hyderabad,Swiggy Instamart,Others,04-12-2024
400243,Orinder Sarna,Delhi,Blinkit,IOS,20-05-2026
400244,Isaac Varma,Delhi,Zepto,IOS,03-09-2024
400245,Kamala Chokshi,Chandigarh,Zepto,IOS,27-10-2023
400246,Faqid Krishnamurthy,Kochi,Blinkit,Android,10-10-2025
400247,Upkaar Rajagopalan,Chandigarh,Zepto,IOS,07-04-2025
400248,Krishna Keer,Pune,Zepto,Others,04-05-2026
400249,Chatura Karpe,Chandigarh,Swiggy Instamart,Others,05-10-2023
400250,Orinder Goda,Chennai,Blinkit,IOS,06-08-2024
400251,Fiyaz Hegde,Delhi,Zepto,IOS,27-01-2025
400252,Jai Oak,Jaipur,Big Basket,Android,29-08-2024
400253,Aradhana Kalita,Hyderabad,Blinkit,Android,12-04-2026
400254,Ekani Tailor,Kolkata,Swiggy Instamart,Android,20-06-2025
400255,Alexander Tella,Jaipur,Blinkit,Android,19-08-2025
400256,Mohammed Raj,Chennai,Zepto,Android,23-11-2023
400257,Samuel Sheth,Ahmedabad,Blinkit,Android,10-04-2025
400258,Siya Loke,Mumbai,Zepto,Android,17-04-2026
400259,Quincy Kata,Bengaluru,Zepto,Android,29-11-2024
400260,Tanmayi Ravi,Ahmedabad,Big Basket,Android,30-01-2025
400261,Indira Bassi,Bengaluru,Blinkit,Android,11-03-2024
400262,Warda Prasad,Lucknow,Big Basket,IOS,09-03-2024
400263,Avni Singhal,Ahmedabad,Blinkit,Android,17-05-2025
400264,Gabriel Gill,Lucknow,Swiggy Instamart,Android,30-07-2026
400265,Vyanjana Grewal,Jaipur,Swiggy Instamart,Android,23-07-2025
400266,Charvi Mander,Pune,Swiggy Instamart,IOS,19-10-2024
400267,Ishanvi Patla,Bengaluru,Blinkit,IOS,09-03-2025
400268,Praneel Seshadri,Chandigarh,Zepto,IOS,03-03-2025
400269,Frado Dalal,Ahmedabad,Zepto,IOS,05-01-2024
400270,Utkarsh Karnik,Lucknow,Swiggy Instamart,Android,20-09-2025
400271,Vasatika Dara,Chandigarh,Zepto,Others,01-03-2025
400272,Oscar Korpal,Bengaluru,Big Basket,IOS,29-09-2024
400273,Hitesh Datta,Jaipur,Swiggy Instamart,Android,29-06-2026
400274,Charles Andra,Kochi,Blinkit,IOS,10-11-2025
400275,Liam Agrawal,Hyderabad,Blinkit,Android,01-10-2023
400276,Darpan Kurian,Ahmedabad,Zepto,Android,30-08-2024
400277,Dev Sawhney,Chandigarh,Big Basket,IOS,16-10-2025
400278,Yug Walla,Kolkata,Blinkit,IOS,25-05-2024
400279,Xavier Kala,Hyderabad,Big Basket,IOS,27-04-2025
400280,Rachit Nori,Kochi,Zepto,Android,20-11-2025
400281,Nidhi Chandra,Ahmedabad,Swiggy Instamart,Android,25-10-2024
400282,Jacob Nadkarni,Chennai,Swiggy Instamart,Android,19-03-2024
400283,Warjas Brahmbhatt,Pune,Swiggy Instamart,IOS,23-01-2025
400284,Ishita Saran,Hyderabad,Big Basket,Android,26-01-2026
400285,Abhiram Shah,Ahmedabad,Swiggy Instamart,IOS,14-08-2025
400286,Maya Krish,Chennai,Swiggy Instamart,IOS,22-01-2024
400287,Zashil Desai,Chennai,Blinkit,Android,25-02-2025
400288,Yoshita Varkey,Chandigarh,Zepto,Android,14-03-2026
400289,Damini Chowdhury,Lucknow,Swiggy Instamart,IOS,27-11-2024
400290,Praneel Sarna,Lucknow,Blinkit,IOS,05-09-2023
400291,Vidhi Mohan,Jaipur,Big Basket,Android,27-11-2023
400292,Neelima Dey,Ahmedabad,Blinkit,IOS,04-06-2025
400293,Ishanvi Sani,Jaipur,Blinkit,Android,24-07-2026
400294,Christopher Chacko,Ahmedabad,Swiggy Instamart,IOS,21-05-2025
400295,Shaurya Andra,Mumbai,Big Basket,IOS,27-05-2025
400296,Umang Brar,Ahmedabad,Zepto,Android,31-10-2024
400297,Janaki Grewal,Hyderabad,Big Basket,Others,07-04-2026
400298,Rohan Srinivas,Jaipur,Big Basket,IOS,28-02-2024
400299,Harish Oommen,Lucknow,Big Basket,IOS,06-06-2025
400300,Unnati Shah,Ahmedabad,Zepto,Others,22-01-2025
400301,Gautami Pandit,Delhi,Zepto,Android,12-04-2026
400302,Sachi Swamy,Kolkata,Zepto,Android,28-07-2026
400303,Yash Pillai,Pune,Zepto,IOS,02-12-2025
400304,Janaki Gopal,Kolkata,Zepto,IOS,07-09-2023
400305,Qushi Nagar,Mumbai,Blinkit,IOS,20-11-2023
400306,Jack Dara,Chennai,Swiggy Instamart,IOS,31-01-2024
400307,Harinakshi Ganesh,Mumbai,Swiggy Instamart,Android,01-11-2025
400308,Xavier Bhatnagar,Chennai,Big Basket,Android,26-06-2025
400309,Yasti Krishna,Delhi,Swiggy Instamart,Android,19-12-2025
400310,Jalsa Virk,Kochi,Blinkit,IOS,11-03-2025
400311,Inaya Kunda,Chandigarh,Swiggy Instamart,IOS,30-03-2025
400312,Theodore Bhat,Chennai,Swiggy Instamart,Android,19-09-2024
400313,Samar More,Hyderabad,Swiggy Instamart,Android,20-11-2025
400314,Hiral Mammen,Jaipur,Big Basket,Android,14-04-2025
400315,Gaurangi Apte,Chandigarh,Blinkit,IOS,25-06-2024
400316,Advay Ghose,Mumbai,Blinkit,Others,29-06-2026
400317,Maya Chaudry,Lucknow,Blinkit,Android,30-01-2026
400318,Amaira Contractor,Jaipur,Blinkit,Android,02-02-2026
400319,Qarin Hari,Hyderabad,Swiggy Instamart,IOS,10-01-2025
400320,Frado Bala,Kolkata,Blinkit,IOS,02-09-2025
400321,Tanish Bumb,Mumbai,Big Basket,Android,30-10-2025
400322,Kavya Grewal,Kolkata,Swiggy Instamart,Android,21-11-2023
400323,Avni Sandal,Lucknow,Zepto,Android,08-12-2024
400324,Lavanya Mannan,Lucknow,Blinkit,Others,08-02-2026
400325,Jack Mohanty,Delhi,Zepto,IOS,14-04-2025
400326,Libni Chauhan,Hyderabad,Swiggy Instamart,IOS,31-08-2023
400327,Gayathri Aggarwal,Mumbai,Zepto,Android,02-12-2023
400328,Varsha Korpal,Lucknow,Big Basket,Android,19-12-2025
400329,Teerth Gara,Delhi,Swiggy Instamart,Android,07-12-2024
400330,Tara Sankaran,Hyderabad,Big Basket,Android,12-03-2026
400331,Arya Narula,Hyderabad,Zepto,IOS,10-09-2025
400332,Triya Dhawan,Jaipur,Zepto,IOS,18-12-2025
400333,Vinaya Varughese,Kolkata,Zepto,Android,22-12-2025
400334,Maanav Hora,Hyderabad,Blinkit,Android,08-04-2024
400335,Pavani Dugal,Delhi,Blinkit,IOS,25-10-2023
400336,Ira Talwar,Bengaluru,Blinkit,Android,13-05-2024
400337,Shivani Tandon,Chandigarh,Swiggy Instamart,IOS,23-05-2026
400338,Lakshit Hora,Lucknow,Big Basket,Android,12-10-2023
400339,Jackson Pandya,Chandigarh,Blinkit,IOS,11-04-2025
400340,Gagan Sura,Delhi,Big Basket,Android,29-11-2025
400341,Saumya Jha,Kolkata,Swiggy Instamart,Android,26-09-2023
400342,Dalbir Dave,Chandigarh,Big Basket,Android,24-05-2026
400343,Upadhriti Sharma,Kochi,Zepto,IOS,29-10-2023
400344,Manan Borah,Chandigarh,Big Basket,IOS,02-04-2026
400345,Ayaan Sandal,Ahmedabad,Zepto,Android,27-08-2025
400346,Rachita Baral,Chandigarh,Zepto,Android,01-02-2026
400347,Theodore Sura,Lucknow,Big Basket,Android,20-10-2024
400348,Nihal Upadhyay,Mumbai,Swiggy Instamart,Android,31-01-2025
400349,Kamala Suresh,Kolkata,Big Basket,IOS,19-06-2024
400350,Xiti Choudhury,Kolkata,Zepto,Android,09-04-2026
400351,Tanmayi Nayar,Mumbai,Blinkit,Android,26-02-2026
400352,Yagnesh Chakrabarti,Chandigarh,Swiggy Instamart,IOS,30-07-2026
400353,Aarnav Mangal,Chennai,Blinkit,Android,10-05-2025
400354,Aarnav Bobal,Kolkata,Blinkit,IOS,02-02-2025
400355,Kashish Malhotra,Kolkata,Zepto,Android,07-11-2023
400356,Manbir Toor,Chandigarh,Zepto,IOS,11-06-2025
400357,Wakeeta Krish,Hyderabad,Big Basket,Others,25-05-2026
400358,Jeet Gupta,Kolkata,Big Basket,IOS,26-11-2024
400359,Xalak Kade,Mumbai,Swiggy Instamart,Others,27-07-2026
400360,Fariq Raval,Pune,Big Basket,Android,28-03-2025
400361,Amruta Pandey,Bengaluru,Blinkit,Others,10-06-2026
400362,Nachiket Sachar,Jaipur,Big Basket,IOS,09-06-2025
400363,Jeevika Bandi,Chandigarh,Big Basket,Android,11-01-2025
400364,George Manda,Kolkata,Big Basket,Others,13-09-2024
400365,Peter Ramaswamy,Bengaluru,Swiggy Instamart,Android,16-06-2024
400366,Eta Tripathi,Lucknow,Big Basket,Android,26-03-2024
400367,Rayaan De,Mumbai,Zepto,Android,03-03-2026
400368,Rohan Mukherjee,Mumbai,Swiggy Instamart,IOS,13-05-2025
400369,Gauri Morar,Chandigarh,Blinkit,IOS,12-07-2025
400370,Anthony Zacharia,Bengaluru,Swiggy Instamart,IOS,26-08-2024
400371,Wazir Prabhu,Chandigarh,Blinkit,Android,21-02-2024
400372,Divya Mitter,Chandigarh,Big Basket,Android,24-10-2025
400373,Kashvi Goel,Lucknow,Swiggy Instamart,IOS,16-08-2024
400374,Warhi Keer,Ahmedabad,Swiggy Instamart,Android,15-08-2026
400375,Anamika Sabharwal,Bengaluru,Zepto,IOS,03-08-2026
400376,Kavya Sengupta,Ahmedabad,Zepto,Android,04-05-2026
400377,Urishilla Kala,Jaipur,Blinkit,Android,15-10-2025
400378,Mohammed Ratti,Hyderabad,Big Basket,IOS,01-09-2024
400379,Thomas Gola,Bengaluru,Zepto,Android,09-04-2026
400380,Max D’Alia,Chennai,Swiggy Instamart,IOS,14-01-2025
400381,Warinder Sule,Kolkata,Swiggy Instamart,IOS,28-11-2025
400382,Falguni Deep,Mumbai,Big Basket,Others,06-09-2024
400383,Tanmayi Chand,Lucknow,Swiggy Instamart,IOS,16-01-2026
400384,Onveer Kumer,Delhi,Blinkit,Android,14-02-2025
400385,Yashawini Subramaniam,Kochi,Zepto,Android,09-08-2026
400386,Faraj Bora,Bengaluru,Big Basket,IOS,26-01-2026
400387,Wahab Nagy,Kochi,Swiggy Instamart,Android,21-04-2026
400388,Faras Mukherjee,Chennai,Blinkit,Android,19-10-2024
400389,Siya Lanka,Hyderabad,Zepto,Android,07-03-2026
400390,Viraj Rastogi,Kochi,Swiggy Instamart,IOS,07-09-2024
400391,Urmi Jayaraman,Bengaluru,Zepto,Android,14-10-2025
400392,Caleb Sunder,Kochi,Big Basket,IOS,17-07-2026
400393,Arunima Ganesan,Chennai,Zepto,IOS,12-02-2025
400394,Ganga Venkataraman,Jaipur,Zepto,IOS,03-05-2026
